visitor_id;date;no_of_order
xI8qzla0NtFdxhayGp691mn5KH0=;01/11/2019;1
XIjbOR8aKsbTmcWBc1U2YudneQ0=;01/11/2019;1
XK05Zqri56Aal993UyXd+ZnDQNU=;01/11/2019;1
Xm0eZhYQ1iYGwX72FzKDxNrX6sA=;01/11/2019;1
xMguw3T8PlSLSKROAHLzDTID/6E=;01/11/2019;1
XNGVyf8nNfWU1OqxU5a6GB4gDWE=;01/11/2019;2
xRNbCHsrNYuM+SPutWvxrWj5p0s=;01/11/2019;2
XsGliLRjxI2pELeIXRdaZ2yEnq0=;01/11/2019;2
XuzlNDgB8D909WtPRsZeGbyNizo=;01/11/2019;1
XVNt55Y1F/TaiqMhqXjNE2xoCfk=;01/11/2019;1
xWaZWV57x74OHcVLzaI+R/Qcubg=;01/11/2019;1
Y36SCv/LLQGn/y4spKxnWOg2utY=;01/11/2019;1
Y4/9eQMcT4gCvYxcdQhjI9nrPTI=;01/11/2019;2
Y4lOOgh2w2RZ2NbXh9HQ/kO62Ms=;01/11/2019;1
Yb8aOUH0iCZ+Pu6fzIvZP5jGEDY=;01/11/2019;1
Ycv/X8FlMnNIQgS4Ptq9/RoDbmM=;01/11/2019;2
YfJH+FtSI8dr6ye94dptPV8f7y8=;01/11/2019;1
YGZlKy2TBE4pPlloj9FtgwHMwAE=;01/11/2019;1
yJomYDTlfNXsFMVmql/UcdWS9cA=;01/11/2019;1
yNTrDe/k3QEjMkYPN/ZJBK0Iw24=;01/11/2019;1
yT7e2J/gSNurGYgnsy8SbLu3MOc=;01/11/2019;1
yvU66YnFQuusxt/NSuaq4bss2uU=;01/11/2019;1
ywILWXs+reh99Fn/cTIchjHy+v4=;01/11/2019;1
ZD4I7c0QqKOwNIaHxBapre88fN8=;01/11/2019;1
zE4kopYHGB2AfEHzDJaQYtTBBtg=;01/11/2019;1
ZG7uZRBlbMSCdffIXzKP13Rg4cY=;01/11/2019;2
ZID0SJztnq3eVyUvrEEYRml602o=;01/11/2019;19
ZItYxcJ8s1rXv7u4ejfThyQious=;01/11/2019;1
ZjNyz9s7rz1+t7WTwRbS4//3mTE=;01/11/2019;1
ZPBj9MpCohaFfqmAZDvzwXz4bPQ=;01/11/2019;1
zqRlwD7Mh3lg0kGoaI9KtFXta/A=;01/11/2019;2
Zrwl5ZB8ZbOAQx2C1vmmKPSU8kQ=;01/11/2019;1
zx+bPgxcC3iD7hdDHzwK4JU9khI=;01/11/2019;1
zXkcWIxwY5yX/9yJJBmkzXbSUkM=;01/11/2019;2
Khách vãng lai;01/11/2019;2889
/5e8zkgFf/67sf78bak9/4TScis=;02/11/2019;1
/5NBAbTqYPfxl43hj4jIU7aNFWo=;02/11/2019;1
/91UEhlXNzDDWjwuopaBqSpGPaM=;02/11/2019;1
/AIGyG6FPV82T8WNGNp3HwPsdCA=;02/11/2019;1
/cADjIZxDojifmYppj783nM4MK0=;02/11/2019;1
/g5QRSW9VBDKovAiXD6v3EvOGAo=;02/11/2019;1
/IES2LxJtkVQTNqpMBn1tY4EFX8=;02/11/2019;1
/IF5tL0LxG8Uu8nu5b5U7xTmySI=;02/11/2019;2
/JG+a7ynsib9yGBdhitshELcDMc=;02/11/2019;1
/s3AIZSBif9XxOvoAkZ13JnaCO4=;02/11/2019;3
/ThrJvQOVnHJs8PdqYjtjlHtzXM=;02/11/2019;1
/TmdUPRZ5KOFir19JJqs1nwMuXA=;02/11/2019;8
+0lXUdrgef9AtWjlUYNQFhIAG2k=;02/11/2019;2
+34dCL8D2LkumsvzZJUZMCNl9KA=;02/11/2019;1
+3BtLSO6+Q16+J6NuSD8BCHgr+8=;02/11/2019;4
+Bru7Jk+r2QTE84/QBMXkVp0ysE=;02/11/2019;1
+clpA03Ta4t/Rn3yTouYG4sin0c=;02/11/2019;5
+HFRMXtqUWAYP+jSw255mkwaTu0=;02/11/2019;1
+hT7ztLXdoIBSzknd0JNF+XRqqw=;02/11/2019;1
+U+UY7vqsYm3u99633PN42N0Vw0=;02/11/2019;1
0dDU/Rg8zd7LNpTbWP77f2MJCFY=;02/11/2019;1
0qX9Eb5fVEVm6RQiy8TMUKy2gUU=;02/11/2019;1
0t8ICm/atUyhQ9wWZ9wdwjIa1HI=;02/11/2019;1
0TQPlFMu49tvgKpRk8+gMpYT13g=;02/11/2019;2
0uDIs844Up8nwpevB5rsbT4M6R8=;02/11/2019;1
0v0d9js4YZLEIEwPp+CPjH2irPs=;02/11/2019;1
1BdDccifCwaU581yjXz4LwFBNjE=;02/11/2019;1
1jRLq1FJuNikTBjwXoA3r9zL01k=;02/11/2019;4
1kCXsSbUh2uvdWfhT9dmDWx/YmE=;02/11/2019;1
1LZw1EVgggPrdD1fjDw9vNcOeVM=;02/11/2019;1
1QlTHYP6BJoh44iqzS/uCuzonRo=;02/11/2019;1
1QUsBfvhhKqSBsrnUL/O3P1pzAw=;02/11/2019;1
1VxGFLPOvLGUj+ZgXxL8h1WKU+4=;02/11/2019;2
1X4i3psv+KZ1o0EnEkDfgQ6eTUY=;02/11/2019;1
1xaUe3tRDQraenxVMmARB2DQDjo=;02/11/2019;1
2/EQW7ml/TIE+9fbZwWpTJRPJqw=;02/11/2019;4
22Fs3lTT9UJa3PSkUQjJEiQTRDM=;02/11/2019;1
2FV9AqlXX6tpTfzj3L5WT12GOV0=;02/11/2019;2
2gsLMSFigJ6GhcizEZe8M7hOtHY=;02/11/2019;1
2KIKyJsGYctW7rY2Kou0tpagf/Y=;02/11/2019;1
2VDCkyOHVMI6f1r7XpEkn7Pewjw=;02/11/2019;1
327uBoFKTH+aZj5seOb7XyDdh44=;02/11/2019;2
32nU6qo/A3e1h1ILu6bjxIh0Fig=;02/11/2019;2
33hTR4AYxpLoAZjxEXASyV/eu+o=;02/11/2019;2
3n7DTR5GdiEVyN5IFrk2j1lfTUA=;02/11/2019;2
3QCtbQvB+IUQxok6k4yo2F7Wa7M=;02/11/2019;1
3wpen41Va13g7C0EnfCLQz0Pt8g=;02/11/2019;3
40ye0XBSkkldJNRhXeDgrt97zkk=;02/11/2019;1
4aaqsNp2u3sKHpsVdo0HDZrKK8A=;02/11/2019;3
4itLbk1Aryi7eluHLNw7cY/9F8I=;02/11/2019;1
4Ptsd+3TEX3joqJEO/6Tyfgtf9k=;02/11/2019;1
55Mr3lE1xPfS8lVrSfg1Zws7XqQ=;02/11/2019;1
5B7Uz0PZ66oNBHLU8Vw7im7+HHA=;02/11/2019;1
5Ey3fdr49+KAaYEUyrtgtDg2R2U=;02/11/2019;1
5gMApNYciHzw+e15acFYvxjnLEA=;02/11/2019;1
5H4NEwjBDp3FD4RZdRADB+tK5U8=;02/11/2019;4
5hKA6j8Bkdxy2Yi+ie6d7wjxXDA=;02/11/2019;1
5HsrxVQfTDX2QRZzMJnrKTSh5FM=;02/11/2019;3
5I9OoA8uzChR72MH0pMz1K2YqLs=;02/11/2019;2
5n6wK5NZC/5LbAkuJxTcXptNNKU=;02/11/2019;1
5YfEd9D86/vXjW9ByIVJxbodMi4=;02/11/2019;1
62WCTl+Rj8F1PiwTbRZZ0sudCOQ=;02/11/2019;1
66JMtsKOEuvVCEBjfP+SuM8+2EU=;02/11/2019;1
67GUVc8Z+qcyMYrYBlGTUc+INwA=;02/11/2019;1
6FmHhXbX/B7nLuKxnN9dKOv2eAk=;02/11/2019;1
6MJNvjNgaVhq7nVyBG+n5l01P5c=;02/11/2019;1
6okczCKscyDdfOd4pOuAz+V2z9c=;02/11/2019;1
6rkHFDPSv6iQrJSg/ZUaYLoYV7E=;02/11/2019;1
6SjFgHU+luFrNc9sAe8lOYDdqIk=;02/11/2019;1
6W0pZlEe/7IanrBcFKJUlOa3wUs=;02/11/2019;2
6wFEeH2kmFZZU/xCOTSMZ0bJS3o=;02/11/2019;1
6xPVsJmb5tWnOCcFXIYkdYTQlA4=;02/11/2019;3
6ylpYfXfN2xCEqNw5UQ4oiqDrZg=;02/11/2019;3
78yJKSY6uQXpvtxj+g1zqILTfHA=;02/11/2019;1
7aAfZfyXuh/Q1xGveHZRF9m2/nM=;02/11/2019;1
7AemU+6Kan2D+3jwHtdxmPSvW/o=;02/11/2019;2
7iSFDhse9+zJe0RzjPg7H/ah1o8=;02/11/2019;1
7K0F802gftVNszoLKKXtJYUWUp4=;02/11/2019;4
7n6QZpfWj1mF7hxbxatbJ98/vNI=;02/11/2019;2
7rzIq+NLcen/IsJmZnIUNFywcOo=;02/11/2019;1
7ujGedsUkZ42FHeSevSnvIi56wk=;02/11/2019;1
7Wmth5wLAhUqERmKtQmhw3MZE2o=;02/11/2019;1
7YanvUJjzAVVGzuexaRF6syYhVA=;02/11/2019;1
876lILn8m+9XiZxqZW/GQ542HJg=;02/11/2019;1
8AMcR7mYJDAQfhqydz4uK6qUc4M=;02/11/2019;1
8cmLjfCGsLKYoT8Yk2/CxUeiiTs=;02/11/2019;2
8dtx2qiBOjwo2DQgyz0BRYlnKBA=;02/11/2019;3
8IA0guUy9HOHGIdO6KWqrGuAang=;02/11/2019;1
8j16VHc0+wwlcSK0ac3f7n4rFi8=;02/11/2019;1
8lHGSdeDf3rBQdRgy8FJEypybD0=;02/11/2019;2
8T4W3hmTrlO0354/wEl/MBMhm20=;02/11/2019;1
8TH2ilVhrHyb97IMRszeRkzI8Qw=;02/11/2019;1
8zDV9uVpaoxMmOr3DRSoafbOCWA=;02/11/2019;4
91HWp91fEzPCXAla79cUpyvVaLg=;02/11/2019;1
95jPDOQ2Wy6H/DoUbEF3mK8E6Ds=;02/11/2019;1
97iECDp68+0ISmopSkou6rzYL0I=;02/11/2019;1
9aBCwyRZYoqDI43cKFZABwIWngQ=;02/11/2019;2
9BXhxXCnjwAUY9C5hNV6R4neEL0=;02/11/2019;1
9dVpCl7ZlP0fNsxV7DeG3iSJEoE=;02/11/2019;1
9EpQIFObHe55TJXZO8vwDvOhkow=;02/11/2019;1
9i4aUGhI/glzRIKig4Vfa5WSV/k=;02/11/2019;1
9j4M1cpz0et67JLDxOQt9jHnx+c=;02/11/2019;2
9LBxhRexjvGAPlnNCLbPtpb5x4k=;02/11/2019;1
9panFdkAGj+iXbsotnUhdEXWE9s=;02/11/2019;1
9Pvo8YuCmiwxfr2ioVknccsg1PY=;02/11/2019;1
9slSjJVLGYRA+WyZxRhK3ygeqso=;02/11/2019;1
a2VzSMwsiR8EsHIa4j/FcQfBTx0=;02/11/2019;2
a5vJoAX4yZWV1WcFvChdmn4E+zc=;02/11/2019;1
A7n5JX1wA83wZKPDAo+VnmSfpkw=;02/11/2019;1
A930S01fltAN0OytOrkF8hQr0YQ=;02/11/2019;1
aBa4iCKfVYjuFepQeJUb3ISO8nY=;02/11/2019;1
aBunoqgPY39CyZmoA0rIKFC56SM=;02/11/2019;1
aCdwOK+MIeGxtvF+MR9/odgfXG0=;02/11/2019;1
aEfK8TJYptbVLG7X9wNI/Vjg4ME=;02/11/2019;3
ahEdanB88BrWNiYeE24te50M3vk=;02/11/2019;1
aHh+S5SCHaOEiMGJ7xnUJVLz5S8=;02/11/2019;2
ahlCrQB0Jly19kOstgpxoTgnu6g=;02/11/2019;1
ahWCmXWcMK5skSlEbUe8Nlaofls=;02/11/2019;1
AOb2VvEcGXpLVu+WJI0iwjXe/1k=;02/11/2019;6
APatDbwusNCfxU9vWq1Q/E9ZEAQ=;02/11/2019;2
Aq00BBZTAB5NLbZ/OXEyVsDZ9js=;02/11/2019;1
AT3f6AcfZuE/QzMA56fsOSthmNw=;02/11/2019;2
aucoGoNQwPmrLxr/75khNi3oQJA=;02/11/2019;2
auwB5phYPa0rQjmICKn8RS8XG3o=;02/11/2019;1
aVuSofXcx6dxcpOBf+nVohAueIk=;02/11/2019;1
b5aqKkvSY9D0RTj+rOiDbFiobFU=;02/11/2019;2
bAxR9JaKbkhVv6FwkWJvge7KFXE=;02/11/2019;1
Bg2zx1kppLeBjoTn71o8T2b+QIg=;02/11/2019;1
BhB5rieMc9zoIdHqFngDSxtMTDI=;02/11/2019;1
bLPfDsn6vCS9VEXg1mNmfF6JTek=;02/11/2019;1
BnSLOtuM6nsWBJplRz/U46ejFdk=;02/11/2019;3
BNvRrVelc78DO4cHG9PCRd0F2NQ=;02/11/2019;1
BO+kkZBPhzeiDici0mXP+iqaSlI=;02/11/2019;1
bo073LypRhH+toSDGeBuxB46aQY=;02/11/2019;1
Bp/nK+vwDoVEyAjPhN+vuI5XlcY=;02/11/2019;1
br1lXr6XXVoco45LjhRWZyJ4B1Y=;02/11/2019;1
bR4fsyNPFcq/vOR1EV354L2FVDo=;02/11/2019;6
bxRJeqB95MACYouEIoBcMnViY9E=;02/11/2019;1
BY9YQxcuLKpU0bYVk7VbqlJJo4s=;02/11/2019;1
Byqpx95YKMVcrWZ8R/3l8RxmHtM=;02/11/2019;3
BYwOiM5ydIJLio/wc7zNrGl1ZsU=;02/11/2019;1
c10ile0Si9f7fESc33/WhxfXMNo=;02/11/2019;1
C1n8FCWGSAuFu3PRnmHw5JwqPF0=;02/11/2019;3
C4/uvV3snnTJk6MXgZRh1jRv/Fs=;02/11/2019;1
C5P2e3mH9i1M3uOiOrLj4p3Zl70=;02/11/2019;1
cBHutDqJ4Z/lUM+e+PeERvLBH6Q=;02/11/2019;1
ccP2x/4POsOjjQWV9fXmX/zpd1I=;02/11/2019;1
CEbsFQQQVjnaThSR/TVY16lLLos=;02/11/2019;1
ceNzimxenA4BtI1zdGVPhbPbY1w=;02/11/2019;1
cesi7JT8zLA6ppSySbr/wiEsrvY=;02/11/2019;3
CLu8kc7kBTrg57piTL7RheX4xg4=;02/11/2019;1
cOcupBQIInDkGNSx1YRnbpsi4x0=;02/11/2019;1
cpmivQdu/xZBsLifJ7DSHoEpXoo=;02/11/2019;1
cPXWU7++a9AbMcDaqS2hicnx4iE=;02/11/2019;5
Cqik3jR0GzoXN2lXXs8vQnN/66o=;02/11/2019;1
CRv5rt1/TE+CRjs3+0IHVk2vErI=;02/11/2019;1
cSGhByP7dHHFyos/+RIe9ZUMLOc=;02/11/2019;1
Cw1accqy40GfTNKMIkiX43VX2IM=;02/11/2019;1
cX9P/Fyfus4aSMMlELIMEYHSGhE=;02/11/2019;1
czGGNaVXTceD1X0LTsHEF7RSklQ=;02/11/2019;2
CZnAf91TPIablmWxXv6Sm0KpqP8=;02/11/2019;1
D5fHasBk9NPuu7urDfyb9t7P8gs=;02/11/2019;6
DBOBy9ZMbJpnzRrUYtwYJdICN24=;02/11/2019;1
DcX47WDrfBC2wUNwSO/EBgGMCZI=;02/11/2019;1
dhFVM3ri1lgAkI5xBVsO/g9NEVM=;02/11/2019;1
DimWXryEHxGWo9uadS8eTwQmsN0=;02/11/2019;1
dIpWCVCamf1o3VOXD1jbstB91Xk=;02/11/2019;3
dLoWZsyvIufIFtN/J7EVwdcFNzk=;02/11/2019;2
dmgCyMdrz+uK0oAvIBcJPkM67P4=;02/11/2019;4
DMh/Sp+1cSqum1hKtQ4UxWAfy2g=;02/11/2019;1
DmP0sYOeC3Ek03vxxdW0TnO3RZU=;02/11/2019;3
DttydU6hniEarObtqrw3asrhXfE=;02/11/2019;1
DUdyaXHNY7eeESVtlqA1BU7hwmM=;02/11/2019;4
dxLj66gGKM2kD6g/AtHTgMKjoDk=;02/11/2019;1
dYjYYApRgFUrnP72SFhUCcnplRE=;02/11/2019;4
dYtT+1kfH9z27MC/FqYlXgtIYM0=;02/11/2019;1
dZXqoM4N6kdEoOnSCSR9BPOh21g=;02/11/2019;1
e08nsqh0cTbJG0KbNLlYcgXsCWo=;02/11/2019;1
E238atFDb9WMywA0m5n3eQ31ZCo=;02/11/2019;1
E3Eu1eA3kJa8dLjiC/LznUPO+3k=;02/11/2019;1
E5KGIJXzigFWRrryFCz+LoVfZac=;02/11/2019;1
e8+EupEaNqX2hM2twkUtA+8pxCY=;02/11/2019;1
EH86Srjr5l8wKAM8kbaOjXmpwsw=;02/11/2019;3
EHJV8TGgxAjDmCZINiIF5h4ADLY=;02/11/2019;1
eNOBYUg42bUEPtJoGc5av+Bih9g=;02/11/2019;2
EOAl+aP3HN4t5EjvdDmZO8UKbz4=;02/11/2019;1
eQRZp2Koq1XYrLOm2ewgHMgvqWc=;02/11/2019;1
Eu/n8ksAJeEeJYDUsj9lh1Mx9Eg=;02/11/2019;1
eUKsaOxYmxJiRHgAQCNxcot5wNo=;02/11/2019;2
ev9Yg+/mIAE2EZwdNJpZJLzy1uM=;02/11/2019;1
eXGoeSK9Z4UlIgADMJiv5oIfI0A=;02/11/2019;1
eZD5QObdgHWSLrNhdeNmYdeP3Jo=;02/11/2019;3
f/AhoxB8NXb8hInWBFLVXWIf888=;02/11/2019;1
F2wU4A1zag2/oBylN6ld7KXboCE=;02/11/2019;2
f3/4y0RcXxf4UXKPLO5OaHioORg=;02/11/2019;1
f5rfaB5lvpkUyhOn3Xuc/UXj/9U=;02/11/2019;2
FBht3AOSYQ0yyHnEQl6RofN0jwE=;02/11/2019;1
FGdPZqJ8LV/90R6crX6BGsGYoTA=;02/11/2019;3
FhpqRkdHS540Edp7H56xWZ8Ks2A=;02/11/2019;1
fIdl3jrFFwPr+ZMHDgqepvU1C6g=;02/11/2019;3
fjqxOCSLY1pj9OFw3TVGBg79jMU=;02/11/2019;1
fKxrr6uR4i3TvseT/wmuCLUyp8w=;02/11/2019;2
fpNhewIxjd+oSnoTLZoRmEqy/Ro=;02/11/2019;2
FrK+A7POF4FIqlY5mJYC6kzE2L0=;02/11/2019;2
FrSTyxk5arFUrG+qDXIe9e6s8OI=;02/11/2019;1
frU752XNf7wKg+2clhwk5PWdDUE=;02/11/2019;1
frw3ad93XZW3ffJ4jB3g+yKlkH4=;02/11/2019;2
FsyaAsRWdnPr7aMK6afsUtKVotc=;02/11/2019;1
FthOkYgDGhWS/poS/X6FKmrJGMU=;02/11/2019;1
FU6aysmwCqZBQMZlBtHxnF1CnlA=;02/11/2019;1
fwNebVFyChlZL/4hd54w6hXDg78=;02/11/2019;1
FwoLmqD6QigklLl7ur8kqCPrV88=;02/11/2019;1
fXxxRedxjpsBDsTlHNh3NQLocuk=;02/11/2019;5
FxZgwVa81kJRZOiLrKWCH+FL4nw=;02/11/2019;2
fYzG5Le9bSArCZuGxKPEqnuTR9E=;02/11/2019;1
g1yFuw3RMMixQy16/uXBQPC6NMo=;02/11/2019;1
g5q/PuVgYlQYUsF9rpyhIAZ0mWA=;02/11/2019;2
G5VdU45XC2d8hZAjjJxz0BCozxk=;02/11/2019;1
G8rJDXDxXmdwWsPaxC5NMo+WnvE=;02/11/2019;1
G9GXn9pvDlRqpG2Ph627ifRADrg=;02/11/2019;2
gA/gifNFvfEiBdB/von/YX/eMVo=;02/11/2019;2
gBs6F82seQ2pqL1ssFLdsSXGUqg=;02/11/2019;1
gcSqtayg91gZXMoQPWQMZ97+aKU=;02/11/2019;1
gExTdZLGrtVj2ZyBCVCu72M4ckc=;02/11/2019;1
Gf8nMX98dtqEGdH27RZnsSS341g=;02/11/2019;1
gFstH6ckK9BKU6E+qG5WSm453zo=;02/11/2019;1
GOTOpGo0+R26q6pjdck3wNSkCYw=;02/11/2019;1
GPcz9ZIM9k2Bvx9/SCgrJVhoZr4=;02/11/2019;1
gPHrp7nJp7F0aK9euNzIpqZLL3E=;02/11/2019;1
Gq8OcGnsMni2xe05RbwqTmyTmTk=;02/11/2019;1
GR6+lBh8h/MxU0JqPuQvklIpSGw=;02/11/2019;2
grBj70K3+D2occC+bQRjlcR0ulg=;02/11/2019;1
gUXNPfHwFTNOqvXrUoYIrRnAU+s=;02/11/2019;1
gV07PiAMu3YIoxzS6aTi+McXHbg=;02/11/2019;1
GVW7oSGFT0YzMGUyt24bMTEZCk4=;02/11/2019;2
gXSwBNavXvmZATEyV4N6DkujlR4=;02/11/2019;1
GY+pY0tXMsOpn3mWdHUqc0DCrAg=;02/11/2019;1
GYRajeIJJr3FLUyv0KXnnRYSo3Q=;02/11/2019;1
H13PX9IZnxRBXl6+43yScVInz/I=;02/11/2019;3
h4fuSnGE02/iGSVGp3/hwQs/Kgo=;02/11/2019;1
h5QKOEzeuq0LFbjo1BzB3+yifQU=;02/11/2019;1
hacwIC8ab7TmclNw1eOuA1Btj8k=;02/11/2019;1
HaQyQlf/ZOx4b70w7ebHMDL6+Zc=;02/11/2019;1
HFIAGNEGvvv8Q9p7/h3iVRxEEiA=;02/11/2019;1
Hj5Ey2hu40SRk1ryxF3zCNKse7c=;02/11/2019;3
hjOiSbFuC0HISeX6O6xJx3TuCu8=;02/11/2019;2
HjPSaRNr74zHCAFnCa+4mdrKvCg=;02/11/2019;4
HjZQagXoDRyju5P+L5HlxYz7aDc=;02/11/2019;1
hlMcu868cFqzH3AlslvhPH7XWjM=;02/11/2019;1
hoSFz23NAz1UVLztYt83ESRs+fI=;02/11/2019;1
hoZdp78mlRaH6F+h63xADO7VEgU=;02/11/2019;2
hpozdxSgEIRJ/VVQ/KPq1WKv65A=;02/11/2019;1
hPwCAbMD00sGT88cpnIX0Q3v9uo=;02/11/2019;1
HQn4kq53zLNzzQznqlPVD5ArCnA=;02/11/2019;1
hTPkx6Aebni7wtGCFCdeeqbUUac=;02/11/2019;1
HUagZYKQEVJhCTn89cQCdVWuZts=;02/11/2019;1
HvjIAuwTNTaGqBzK98d8nYvQUks=;02/11/2019;1
hWkxvpzzm/KUawetdIECHypGpnQ=;02/11/2019;1
i0kmfYWHaNIs1zJPj3sUG8wcOHU=;02/11/2019;1
I7A48b68RZC6KmnwNstxmkEor1M=;02/11/2019;1
I8k0/ukdR+uLf+ZFpvjSki53dDU=;02/11/2019;4
iAdj3SqdcT6y4Hj52MrpiDLs5NU=;02/11/2019;1
iDpG/JrSCBvsnGxHG6miUJb0pSU=;02/11/2019;1
ieGZ6iAR9q2p2ruEYfrdLTgAMKo=;02/11/2019;5
iExLLJaLjiQDA7h6Q7qr7wlrPUc=;02/11/2019;1
IeySKN+Z0ukMh/aKSb4puqPCu4Y=;02/11/2019;1
IFb9ry0wdXuGZ+LyyrVTAOfg6D8=;02/11/2019;1
iHyNuo8+zkBkKIsLw+tO+zt8oCw=;02/11/2019;2
imME4pE+iz9LPUhqP9HLERO/qys=;02/11/2019;1
iNVC3ytMwEHyNlJR8E52Wk/M0Z0=;02/11/2019;2
IoLbRwDhE9E5QS1kzFIMNGIvzec=;02/11/2019;1
iPk1bOgmJvSP2SU+7qB/evLF0co=;02/11/2019;4
IVyklbUKUbZGFrHN3PTalsI0tPI=;02/11/2019;4
IWKJzU0gjF34F7ODB1/EneFbFKw=;02/11/2019;1
IZUJc0sEsRJPx4Oy2eQfDWUOB5I=;02/11/2019;1
j/tUkO/fxy9YcHrxKh7X114pRkI=;02/11/2019;1
J7byIUkQvXmoIvlpbXqSV7+Uk60=;02/11/2019;1
j91MrOp2ETRamjyWvtUlvAWSDB4=;02/11/2019;1
jAJIYrNOm7USYoj1bhXu89lKEN0=;02/11/2019;1
jBaq32EqmWrgFBIxAN8zKHgrpEk=;02/11/2019;1
jcll11aIBZ+k3R/wkYu6UXFqvqQ=;02/11/2019;1
JEkT1n4zIPAlQvfz9um+EdHIs00=;02/11/2019;1
jnPbGy6KfUEod9Pr/Fqh3awXxoQ=;02/11/2019;1
JoXIfQOVrRw9lJUVlPyluuFUsdg=;02/11/2019;1
jtOZ6xcxQV8mdcu43Qjn2sZV4EE=;02/11/2019;1
jWz0AcmPQ65RYFxeh7Ta94MbLiM=;02/11/2019;1
Jz+gf0KDq5bGNB1orWC50UlGlyM=;02/11/2019;1
K/UKWPSDtXuona5VshEXl02QBks=;02/11/2019;1
k+w2FE+x4xS7VMl3OLscvrQq1dk=;02/11/2019;1
k3DgREz7qixHzEqMoPJUuAERHtE=;02/11/2019;3
k6T/804HtHg36WMwpAhBkKQ7EXU=;02/11/2019;1
K8r+jvHzayQyUSYpZycFM52S7MQ=;02/11/2019;1
K9d631bFX7Tut6SSEDZf7uARFbo=;02/11/2019;1
kDpFmqteeOYzS6qpcIAZ0W25O5Y=;02/11/2019;2
kEMDNZ+gCJWSAiWthSvKhr/0JZE=;02/11/2019;1
kgEmeLeI3RIIE8qmB0DaE7DeGUI=;02/11/2019;1
KJ4Q+rqoUwGSp7bUxLAgrGkZeqg=;02/11/2019;1
kKm0w06GQv9B592pEg921ryxHXw=;02/11/2019;1
Ks9EiXRC+wuMg/T83ZSpMX9DVn4=;02/11/2019;1
ktjAGRuc2eMLinhHeJqLM3BpP60=;02/11/2019;1
kTUgAfbJZsOXE/kyyh8MKo0nvrU=;02/11/2019;2
KuG4XxBk3hCQUvJ6V95eW/hpLV4=;02/11/2019;1
kupE9Pocsr1DgtBi8ECxTMpAQ88=;02/11/2019;1
KUVqMZMgQjaSWcWYZr0Ez7MoDiI=;02/11/2019;1
KvIgAyO7ZmRxqigmI+MGXn4JTGo=;02/11/2019;2
KWVBbXtWCsClUlPgGvgQX0sk9BQ=;02/11/2019;1
Kzp3o0tItyQtk1M3cjLsaSfTHSk=;02/11/2019;1
kZujJ09bb1ROmiYx8YQS6AZ7Hd8=;02/11/2019;3
l0KoeObik7xPB96Qg7E+PgvRBWI=;02/11/2019;4
L0Nct93vveY69tqQnATzu2BIh7A=;02/11/2019;1
l8BY6tLU5XoVMGld3N5IQFqkDdw=;02/11/2019;1
lDxXztOYifyr1+d0V+bypfBfWyc=;02/11/2019;2
lEOzQDAkYBB4D3tSfbeKaeDm3SU=;02/11/2019;1
lI+oLdwh0VNXwatXD+/M6fX4EXs=;02/11/2019;1
LIjJ5rgv26AF8UDb8M/l87Y4DtI=;02/11/2019;1
lJDRLjq2BFyAIljT0VnD44ZXpBw=;02/11/2019;2
LJluC1dkjufgH8wMrF7K1JXWDW0=;02/11/2019;1
lKc2ijDAgA96bnXilm2Ft0a9XEM=;02/11/2019;1
Lks5ctUa5W9i+ydYBcQSOoN6Tjw=;02/11/2019;1
lmWh35lzzPwTg0aKRA6dQZCUh0Y=;02/11/2019;1
lpXdv5b+2ZltYQfIp0huB0+QjAM=;02/11/2019;1
LqEG98kH+IleI1911cuPdLFfeMY=;02/11/2019;1
lz29lpKtxXmI9ejSfPk0iR/lHE4=;02/11/2019;1
M+k/pynP1QQqJNPS11TITnr959Q=;02/11/2019;8
M0AoYppepUtwywk1e2iQDbsuZFU=;02/11/2019;1
mAp1/7x38xPSGa6nskZglVSWkBI=;02/11/2019;1
MaWWN87XFSC0s6OvTK+I0Mpv9IE=;02/11/2019;2
MDPqOiKFJseeKdtIc9AJAlVRh2E=;02/11/2019;1
MEarsH2PaYyagV1AXe9Ztkeh6i4=;02/11/2019;2
mEcmgtrHzyO7iJqLeaTVQKutRko=;02/11/2019;2
MGkQFGxx7Dkx5PS0TaWl1jV3d6E=;02/11/2019;2
MHMHuSeWS1megaHiWRv/gzMNXto=;02/11/2019;1
miNdUeaFWILWdikhjhvfF8JGIew=;02/11/2019;1
mjQuHhlRRUowoaChXbMf/bnhjTQ=;02/11/2019;1
mL4qvCFh1kPirJgoay6U6U0T17Y=;02/11/2019;1
mLL8tTYKsouSghGdDO6JLIdw7vg=;02/11/2019;1
MlmRE40Ki0Apo+ZMRH4VsMcHgmI=;02/11/2019;1
mOlUu0B1+T6lOdKEEJc6SF/WCO8=;02/11/2019;2
MoQqoNEPdsLfiU4y/PpTIAzhzyk=;02/11/2019;1
mqgG2Dxf8EjIEbffruI5DPFtXgI=;02/11/2019;2
mriXnDosL29K4EIGXZzDa7gU2nY=;02/11/2019;1
MuT3GzHo68tAZG2tlETYQyXfMus=;02/11/2019;2
mwD/VCEpAWhhZznPAWAHgDS+5R0=;02/11/2019;2
MxUI2k0tPCMubI0LLak8vz08cl0=;02/11/2019;2
N/KJJrm3eqOzXGDtKqgESMxFmL0=;02/11/2019;1
